Date time,Home (kW),Solar (kW),Grid (kW)
2023-06-27T05:00:00-05:00,0.2,0.0,0.2
2023-06-27T05:05:00-05:00,0.2,0.0,2.4
2023-06-27T05:10:00-05:00,2.4,0.0,3.0
2023-06-27T05:15:00-05:00,3.0,0.0,0.3
2023-06-27T05:20:00-05:00,0.3,0.0,0.2
2023-06-27T05:25:00-05:00,0.2,0.0,1.3
2023-06-27T05:30:00-05:00,1.3,0.0,2.9
2023-06-27T05:35:00-05:00,2.9,0.0,0.9
2023-06-27T05:40:00-05:00,0.9,0.0,0.2
2023-06-27T05:45:00-05:00,0.2,0.0,0.2
2023-06-27T05:50:00-05:00,0.2,0.0,2.3
2023-06-27T05:55:00-05:00,2.3,0.0,2.4
2023-06-27T06:00:00-05:00,2.4,0.0,0.3
2023-06-27T06:05:00-05:00,0.3,0.0,0.2
2023-06-27T06:10:00-05:00,0.2,0.0,0.2
2023-06-27T06:15:00-05:00,0.2,0.0,0.2
2023-06-27T06:20:00-05:00,0.2,0.0,0.2
2023-06-27T06:25:00-05:00,0.2,0.0,0.2
2023-06-27T06:30:00-05:00,0.2,0.0,0.2
2023-06-27T06:35:00-05:00,0.2,0.0,0.2
2023-06-27T06:40:00-05:00,0.2,0.0,0.1
2023-06-27T06:45:00-05:00,0.3,0.1,0.1
2023-06-27T06:50:00-05:00,0.3,0.1,0.2
2023-06-27T06:55:00-05:00,0.3,0.1,0.2
2023-06-27T07:00:00-05:00,0.3,0.1,0.2
2023-06-27T07:05:00-05:00,0.3,0.1,0.1
2023-06-27T07:10:00-05:00,0.3,0.1,0.1
2023-06-27T07:15:00-05:00,0.3,0.2,0.1
2023-06-27T07:20:00-05:00,0.3,0.2,0.0
2023-06-27T07:25:00-05:00,0.2,0.2,0.0
2023-06-27T07:30:00-05:00,0.2,0.2,0.0
2023-06-27T07:35:00-05:00,0.2,0.2,0.0
2023-06-27T07:40:00-05:00,0.2,0.2,0.0
2023-06-27T07:45:00-05:00,0.2,0.2,0.0
2023-06-27T07:50:00-05:00,0.2,0.2,0.0
2023-06-27T07:55:00-05:00,0.3,0.3,0.0
2023-06-27T08:00:00-05:00,0.3,0.3,0.0
2023-06-27T08:05:00-05:00,0.3,0.3,0.0
2023-06-27T08:10:00-05:00,0.3,0.3,0.0
2023-06-27T08:15:00-05:00,0.3,0.3,0.0
2023-06-27T08:20:00-05:00,0.3,0.3,0.0
2023-06-27T08:25:00-05:00,0.3,0.3,0.0
2023-06-27T08:30:00-05:00,0.3,0.3,0.0
2023-06-27T08:35:00-05:00,0.3,0.3,0.0
2023-06-27T08:40:00-05:00,0.4,0.4,0.0
2023-06-27T08:45:00-05:00,0.4,0.4,0.0
2023-06-27T08:50:00-05:00,0.5,0.5,0.0
2023-06-27T08:55:00-05:00,0.5,0.5,0.0
2023-06-27T09:00:00-05:00,0.4,0.7,0.0
2023-06-27T09:05:00-05:00,0.7,0.8,0.0
2023-06-27T09:10:00-05:00,0.4,1.0,0.0
2023-06-27T09:15:00-05:00,0.3,1.4,0.0
2023-06-27T09:20:00-05:00,0.3,1.5,0.0
2023-06-27T09:25:00-05:00,0.3,1.5,0.0
2023-06-27T09:30:00-05:00,0.3,1.7,0.0
2023-06-27T09:35:00-05:00,0.3,1.7,0.0
2023-06-27T09:40:00-05:00,0.3,1.7,0.0
2023-06-27T09:45:00-05:00,0.3,1.8,0.0
2023-06-27T09:50:00-05:00,0.4,1.8,0.0
2023-06-27T09:55:00-05:00,0.3,1.9,0.0
2023-06-27T10:00:00-05:00,0.3,2.0,0.0
2023-06-27T10:05:00-05:00,5.0,2.1,0.0
2023-06-27T10:10:00-05:00,0.3,2.2,2.9
2023-06-27T10:15:00-05:00,0.3,2.2,0.0
2023-06-27T10:20:00-05:00,0.3,2.3,0.0
2023-06-27T10:25:00-05:00,0.3,2.4,0.0
2023-06-27T10:30:00-05:00,0.3,2.4,0.0
2023-06-27T10:35:00-05:00,0.3,2.5,0.0
2023-06-27T10:40:00-05:00,0.3,2.5,0.0
2023-06-27T10:45:00-05:00,0.3,2.6,0.0
2023-06-27T10:50:00-05:00,0.3,2.6,0.0
2023-06-27T10:55:00-05:00,0.3,2.7,0.0
2023-06-27T11:00:00-05:00,0.3,2.8,0.0
2023-06-27T11:05:00-05:00,0.3,2.8,0.0
2023-06-27T11:10:00-05:00,0.2,2.8,0.0
2023-06-27T11:15:00-05:00,0.2,2.9,0.0
2023-06-27T11:20:00-05:00,0.2,2.9,0.0
2023-06-27T11:25:00-05:00,0.4,3.0,0.0
2023-06-27T11:30:00-05:00,0.4,3.0,0.0
2023-06-27T11:35:00-05:00,0.5,3.0,0.0
2023-06-27T11:40:00-05:00,0.5,3.1,0.0
2023-06-27T11:45:00-05:00,0.5,3.1,0.0
2023-06-27T11:50:00-05:00,0.5,3.1,0.0
2023-06-27T11:55:00-05:00,0.5,3.2,0.0
2023-06-27T12:00:00-05:00,0.5,3.2,0.0
2023-06-27T12:05:00-05:00,0.5,3.3,0.0
2023-06-27T12:10:00-05:00,0.4,3.3,0.0
2023-06-27T12:15:00-05:00,0.4,3.3,0.0
2023-06-27T12:20:00-05:00,4.2,3.3,0.0
2023-06-27T12:25:00-05:00,2.2,3.4,0.0
2023-06-27T12:30:00-05:00,0.4,3.4,0.0
2023-06-27T12:35:00-05:00,0.4,3.4,0.9
2023-06-27T12:40:00-05:00,3.4,3.4,0.0
2023-06-27T12:45:00-05:00,3.9,3.4,0.0
2023-06-27T12:50:00-05:00,1.1,3.5,0.0
2023-06-27T12:55:00-05:00,1.1,3.5,0.0
2023-06-27T13:00:00-05:00,1.1,3.5,0.0
2023-06-27T13:05:00-05:00,1.1,3.5,0.0
2023-06-27T13:10:00-05:00,1.1,3.6,0.5
2023-06-27T13:15:00-05:00,1.0,3.6,0.0
2023-06-27T13:20:00-05:00,0.8,3.6,0.0
2023-06-27T13:25:00-05:00,0.4,3.6,0.0
2023-06-27T13:30:00-05:00,0.4,3.6,0.0
2023-06-27T13:35:00-05:00,0.4,3.6,0.0
2023-06-27T13:40:00-05:00,0.8,3.6,0.0
2023-06-27T13:45:00-05:00,0.8,3.4,0.0
2023-06-27T13:50:00-05:00,0.7,3.6,0.0
2023-06-27T13:55:00-05:00,0.6,3.7,0.0
2023-06-27T14:00:00-05:00,0.9,3.7,0.0
2023-06-27T14:05:00-05:00,1.3,3.7,0.0
2023-06-27T14:10:00-05:00,4.2,3.6,0.0
2023-06-27T14:15:00-05:00,0.4,3.6,0.0
2023-06-27T14:20:00-05:00,0.4,3.6,0.0
2023-06-27T14:25:00-05:00,1.1,3.6,0.0
2023-06-27T14:30:00-05:00,1.1,3.7,0.0
2023-06-27T14:35:00-05:00,1.1,3.7,0.0
2023-06-27T14:40:00-05:00,1.1,3.7,0.0
2023-06-27T14:45:00-05:00,1.1,3.6,0.6
2023-06-27T14:50:00-05:00,1.1,3.6,0.0
2023-06-27T14:55:00-05:00,1.1,3.6,0.0
2023-06-27T15:00:00-05:00,3.0,3.6,0.0
2023-06-27T15:05:00-05:00,3.9,3.6,0.0
2023-06-27T15:10:00-05:00,1.0,3.5,0.0
2023-06-27T15:15:00-05:00,1.0,3.5,0.0
2023-06-27T15:20:00-05:00,1.0,3.5,0.0
2023-06-27T15:25:00-05:00,0.7,3.5,0.0
2023-06-27T15:30:00-05:00,0.4,3.4,0.0
2023-06-27T15:35:00-05:00,0.4,3.4,0.0
2023-06-27T15:40:00-05:00,0.7,3.0,0.0
2023-06-27T15:45:00-05:00,1.5,2.1,0.0
2023-06-27T15:50:00-05:00,4.3,2.1,0.3
2023-06-27T15:55:00-05:00,4.0,2.0,0.0
2023-06-27T16:00:00-05:00,3.9,2.0,0.0
2023-06-27T16:05:00-05:00,4.8,2.0,0.0
2023-06-27T16:10:00-05:00,6.5,2.4,0.0
2023-06-27T16:15:00-05:00,0.4,3.1,0.0
2023-06-27T16:20:00-05:00,1.1,3.0,0.0
2023-06-27T16:25:00-05:00,0.6,2.9,0.0
2023-06-27T16:30:00-05:00,0.4,3.0,0.0
2023-06-27T16:35:00-05:00,0.4,2.9,0.0
2023-06-27T16:40:00-05:00,0.4,2.9,0.0
2023-06-27T16:45:00-05:00,3.2,2.8,2.2
2023-06-27T16:50:00-05:00,2.5,2.8,1.9
2023-06-27T16:55:00-05:00,0.4,2.8,1.8
2023-06-27T17:00:00-05:00,0.4,2.7,2.7
2023-06-27T17:05:00-05:00,0.4,2.7,4.1
2023-06-27T17:10:00-05:00,2.4,2.6,0.0
2023-06-27T17:15:00-05:00,4.8,2.5,0.0
2023-06-27T17:20:00-05:00,0.6,2.5,0.0
2023-06-27T17:25:00-05:00,1.2,1.2,0.0
2023-06-27T17:30:00-05:00,0.6,0.0,0.0
2023-06-27T17:35:00-05:00,2.9,1.8,0.0
2023-06-27T17:40:00-05:00,3.7,2.2,0.0
2023-06-27T17:45:00-05:00,1.3,2.2,0.0
2023-06-27T17:50:00-05:00,4.3,2.1,0.3
2023-06-27T17:55:00-05:00,1.4,2.0,0.0
2023-06-27T18:00:00-05:00,1.0,1.8,0.0
2023-06-27T18:05:00-05:00,3.8,1.6,0.0
2023-06-27T18:10:00-05:00,3.2,1.5,0.0
2023-06-27T18:15:00-05:00,0.5,1.4,0.0
2023-06-27T18:20:00-05:00,0.5,1.2,0.0
2023-06-27T18:25:00-05:00,0.5,1.1,0.0
2023-06-27T18:30:00-05:00,1.7,1.0,2.2
2023-06-27T18:35:00-05:00,3.7,0.9,0.0
2023-06-27T18:40:00-05:00,3.1,0.8,0.0
2023-06-27T18:45:00-05:00,0.4,0.6,0.0
2023-06-27T18:50:00-05:00,0.4,0.4,0.0
2023-06-27T18:55:00-05:00,0.4,0.4,0.6
2023-06-27T19:00:00-05:00,1.1,0.3,1.2
2023-06-27T19:05:00-05:00,3.6,0.3,1.5
2023-06-27T19:10:00-05:00,1.8,0.3,0.0
2023-06-27T19:15:00-05:00,0.5,0.3,0.0
2023-06-27T19:20:00-05:00,0.5,0.3,0.0
2023-06-27T19:25:00-05:00,1.1,0.3,2.2
2023-06-27T19:30:00-05:00,3.7,0.2,0.0
2023-06-27T19:35:00-05:00,1.3,0.2,0.0
2023-06-27T19:40:00-05:00,0.5,0.2,0.0
2023-06-27T19:45:00-05:00,0.4,0.2,0.0
2023-06-27T19:50:00-05:00,2.2,0.2,2.2
2023-06-27T19:55:00-05:00,3.6,0.2,1.7
2023-06-27T20:00:00-05:00,0.5,0.2,0.0
2023-06-27T20:05:00-05:00,3.6,0.1,0.0
2023-06-27T20:10:00-05:00,7.0,0.1,0.0
2023-06-27T20:15:00-05:00,5.7,0.1,0.0
2023-06-27T20:20:00-05:00,3.7,0.0,0.0
2023-06-27T20:25:00-05:00,3.9,0.0,0.8
2023-06-27T20:30:00-05:00,4.9,0.0,2.7
2023-06-27T20:35:00-05:00,6.8,0.0,2.3
2023-06-27T20:40:00-05:00,6.4,0.0,0.0
2023-06-27T20:45:00-05:00,7.7,0.0,0.0
2023-06-27T20:50:00-05:00,6.8,0.0,0.0
2023-06-27T20:55:00-05:00,3.9,0.0,0.0
2023-06-27T21:00:00-05:00,4.1,0.0,0.0
2023-06-27T21:05:00-05:00,3.5,0.0,0.7
2023-06-27T21:10:00-05:00,4.6,0.0,3.3
2023-06-27T21:15:00-05:00,4.6,0.0,1.5
2023-06-27T21:20:00-05:00,4.6,0.0,0.2
2023-06-27T21:25:00-05:00,9.3,0.0,0.2
2023-06-27T21:30:00-05:00,5.5,0.0,0.9
2023-06-27T21:35:00-05:00,3.6,0.0,3.5
2023-06-27T21:40:00-05:00,3.4,0.0,1.0
2023-06-27T21:45:00-05:00,3.4,0.0,0.2
2023-06-27T21:50:00-05:00,3.4,0.0,0.2
2023-06-27T21:55:00-05:00,3.4,0.0,2.0
2023-06-27T22:00:00-05:00,3.3,0.0,3.4
2023-06-27T22:05:00-05:00,3.3,0.0,0.3
2023-06-27T22:10:00-05:00,3.3,0.0,3.4
2023-06-27T22:15:00-05:00,3.3,0.0,6.8
2023-06-27T22:20:00-05:00,3.3,0.0,5.5
2023-06-27T22:25:00-05:00,3.2,0.0,3.7
2023-06-27T22:30:00-05:00,3.3,0.0,3.9
2023-06-27T22:35:00-05:00,4.3,0.0,4.9
2023-06-27T22:40:00-05:00,8.1,0.0,6.8
2023-06-27T22:45:00-05:00,8.0,0.0,6.4
2023-06-27T22:50:00-05:00,8.0,0.0,7.7
2023-06-27T22:55:00-05:00,4.2,0.0,6.8
2023-06-27T23:00:00-05:00,3.2,0.0,3.9
2023-06-27T23:05:00-05:00,3.1,0.0,4.1
2023-06-27T23:10:00-05:00,3.2,0.0,3.5
2023-06-27T23:15:00-05:00,3.1,0.0,4.6
2023-06-27T23:20:00-05:00,3.1,0.0,4.6
2023-06-27T23:25:00-05:00,3.2,0.0,4.6
2023-06-27T23:30:00-05:00,3.2,0.0,9.3
2023-06-27T23:35:00-05:00,3.2,0.0,5.5
2023-06-27T23:40:00-05:00,3.2,0.0,3.6
2023-06-27T23:45:00-05:00,3.2,0.0,3.4
2023-06-27T23:50:00-05:00,3.2,0.0,3.4
2023-06-27T23:55:00-05:00,3.2,0.0,3.4
